,circuit,n_qubits,depth,n_2q_gates,itensors_time,itensors_fidelity,quimb_time,quimb_fidelity,pytket-cutn_time,pytket-cutn_fidelity
0,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,260.559723575,0.5567608557945595,1009.7925546169281,nan,89.28249597549438,0.5575822893374124
1,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=20_Lx=8_Ly=7.json,56,321,2240,oom,oom,,,2751.776663541794,0.03813118769581694
2,XZ_square_obc_J=1_dt=0.5_n_trotter_steps=14_Lx=8_Ly=7.json,56,125,2813,oom,oom,,,2408.604769706726,3.4709170567649494e-32
3,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,336,2046.287604449,0.9319885348194185,5684.576669692993,nan,422.83114743232727,0.9321226233131291
4,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=18_Lx=8_Ly=7.json,56,555,4144,oom,oom,,,4996.734528064728,0.04796731539986057
5,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,146,29.82779424,0.9999999999999676,63.557283878326416,nan,8.291440725326538,0.9999999999999731
6,XZ_honeycomb_PBC_J=1_dt=0.5_n_trotter_steps=8_Lx=4_Ly=7.json,56,51,1428,oom,oom,,,1746.0233018398285,2.831680255666111e-16
7,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=8_Lx=8_Ly=7.json,56,50,776,2563.264524771,1.6160412773458676e-07,6593.799196004868,nan,612.1573357582092,1.569214007591727e-07
8,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,730,1093.063392727,0.742958259346883,3005.510394334793,nan,263.8659963607788,0.7429172893069419
9,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,876,1370.662058668,0.004228579346648649,3730.5532886981964,nan,338.5027565956116,0.004186083391756195
10,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=16_Lx=8_Ly=7.json,56,257,1792,oom,oom,nan,nan,2191.1794459819794,2.252436221728459e-27
11,XZ_square_obc_J=1_dt=0.1_n_trotter_steps=12_Lx=8_Ly=7.json,56,109,2425,oom,oom,,,2004.8541440963745,0.36669911057013715
12,XZ_square_obc_J=1_dt=0.1_n_trotter_steps=18_Lx=8_Ly=7.json,56,157,3589,oom,oom,,,2889.9307675361633,0.21181554847555406
13,XZ_square_obc_J=1_dt=0.5_n_trotter_steps=10_Lx=8_Ly=7.json,56,93,2037,oom,oom,,,1728.0169684886932,2.1063121700538167e-24
14,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=10_Lx=8_Ly=7.json,56,60,970,oom,oom,8791.051189661026,nan,802.8747980594635,6.599531968248722e-08
15,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=4_Lx=8_Ly=7.json,56,65,448,1861.244606194,0.9788462855743513,5776.930989980698,nan,404.40708899497986,0.9788082591064626
16,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=14_Lx=8_Ly=7.json,56,225,1568,oom,oom,,,1769.0081326961517,0.2498755914794454
17,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=16_Lx=8_Ly=7.json,56,90,1552,oom,oom,13790.104093790054,nan,1255.4182693958282,0.02400322186609451
18,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=2_Lx=8_Ly=7.json,56,75,560,2473.582517466,0.9203243295653443,7538.159802913666,nan,569.6278216838837,0.9203750686907978
19,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1022,1539.404850531,0.005627703131531135,4415.850062131882,nan,395.5927543640137,0.005607901060732009
20,XZ_honeycomb_PBC_J=1_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7.json,56,39,1092,oom,oom,,,1222.466314792633,0.48920488499531034
21,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1344,oom,oom,nan,nan,1660.526350736618,1.98398635117181e-10
22,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=8_Lx=8_Ly=7.json,56,255,1904,oom,oom,,,2323.0122582912445,4.085962648474664e-42
23,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=6_Lx=8_Ly=7.json,56,195,1456,oom,oom,,,1761.4124813079834,1.5228190157954409e-34
24,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=4_Lx=8_Ly=7.json,56,65,448,2095.887978141,0.3568898488192542,5983.248962163925,nan,481.21413350105286,0.35658534461725094
25,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,730,1130.110700811,0.018059535419395888,3015.6307067871094,nan,279.3478991985321,0.017837402769797717
26,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,146,28.704152179,0.9999999999999238,58.103776931762695,nan,8.042686700820923,0.9999999999999705
27,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=20_Lx=8_Ly=7.json,56,321,2240,oom,oom,nan,nan,2733.2283153533936,1.0070066567015577e-20
28,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=12_Lx=8_Ly=7.json,56,70,1164,oom,oom,10651.665706634521,nan,908.1560769081116,0.6906989539363966
29,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=16_Lx=8_Ly=7.json,56,90,1552,oom,oom,13800.113053798676,nan,1272.84947514534,0.0231695527289942
30,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1344,oom,oom,,,1552.6961665153503,0.28372673427161765
31,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=10_Lx=8_Ly=7.json,56,60,970,oom,oom,8433.397406101227,nan,728.4712131023407,0.7792391824616265
32,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=12_Lx=8_Ly=7.json,56,70,1164,oom,oom,10807.554811239243,nan,955.2824790477753,0.049205630987035676
33,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=18_Lx=8_Ly=7.json,56,289,2016,oom,oom,,,2496.657313108444,0.04776819938995424
34,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1680,oom,oom,nan,nan,2040.0039958953857,6.12888426822987e-07
35,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,840,oom,oom,12766.14899778366,nan,1015.4360482692719,0.5499415071813455
36,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1022,1501.198919029,0.9924732325454106,4452.03983092308,nan,351.2132029533386,0.9924736277518634
37,XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=20_Lx=4_Ly=7.json,56,123,2993,oom,oom,13733.752141952515,nan,1136.5798652172089,0.5193381171231798
38,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=4_Lx=8_Ly=7.json,56,30,388,822.909927084,0.9995472869748515,2424.763198852539,nan,182.2099826335907,0.9995471890560204
39,XZ_honeycomb_PBC_J=1_dt=0.3_n_trotter_steps=12_Lx=4_Ly=7.json,56,75,2100,oom,oom,,,2523.2610182762146,0.0028852234293360196
40,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,336,2040.271541071,0.005794967065174273,5843.066940546036,nan,479.44839239120483,0.005839852401052088
41,XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=10_Lx=4_Ly=7.json,56,63,1533,2157.588081523,0.9149747451964316,6793.934228420258,nan,547.846893787384,0.9149256021620046
42,XZ_honeycomb_PBC_J=1_dt=0.5_n_trotter_steps=6_Lx=4_Ly=7.json,56,39,1092,oom,oom,,,1361.9665007591248,2.274787410010903e-12
43,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,584,821.915454458,0.8808858329116542,2252.7447140216827,nan,204.85855913162231,0.881032338474124
44,XZ_honeycomb_obc_J=1_dt=0.5_n_trotter_steps=10_Lx=4_Ly=7.json,56,63,1533,2200.299023378,4.138850247669227e-08,7028.4383664131165,nan,621.8795495033264,3.943156004972043e-08
45,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,267.571591875,0.5479796277908431,1014.6263113021851,nan,89.05799174308777,0.553483233353613
46,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,2207.055219623,0.9150408474382763,6628.906806707382,nan,540.5757489204407,0.9149726568298989
47,XZ_square_obc_J=1_dt=0.5_n_trotter_steps=12_Lx=8_Ly=7.json,56,109,2425,oom,oom,,,2071.9625074863434,3.121904741320834e-28
48,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,876,1123.556280595,0.9999999999389872,3691.2899630069733,nan,291.8158509731293,0.999999999938076
49,XZ_square_obc_J=1_dt=0.3_n_trotter_steps=4_Lx=8_Ly=7.json,56,45,873,oom,oom,7624.293670415878,nan,683.7716476917267,0.13557648651371895
50,XZ_honeycomb_PBC_J=1_dt=0.1_n_trotter_steps=12_Lx=4_Ly=7.json,56,75,2100,oom,oom,,,2442.8026638031006,0.21730661013252256
51,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,438,494.361673822,0.9999996751566352,1487.278593301773,nan,112.64553141593933,0.9999996754635883
52,XZ_honeycomb_obc_J=1_dt=0.3_n_trotter_steps=14_Lx=4_Ly=7.json,56,87,2117,3146.169460491,0.2491091182370743,9784.733149290085,nan,833.6358244419098,0.24913234174645543
53,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,438,407.695422015,0.9999999999983609,1477.3311305046082,nan,118.82658553123474,0.9999999999981342
54,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=10_Lx=8_Ly=7.json,56,60,970,oom,oom,8828.064723730087,nan,799.1163358688354,1.0355020918914834e-08
55,XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=2_Lx=4_Ly=7.json,56,15,365,353.244999741,0.9999999862717825,1146.9339430332184,nan,82.17993807792664,0.99999998627353
56,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,292,132.071100599,0.9999999999809699,713.4388203620911,nan,49.95186424255371,0.9999999999810683
57,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=2_Lx=8_Ly=7.json,56,75,560,2478.985700507,2.3767203293848668e-11,7333.792643785477,nan,635.4030923843384,2.7090769039783747e-11
58,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1512,oom,oom,,,1719.650149345398,0.1908641713004269
59,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=20_Lx=8_Ly=7.json,56,321,2240,oom,oom,,,2732.3284633159637,5.179005677941888e-06
60,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=16_Lx=8_Ly=7.json,56,90,1552,oom,oom,14012.740369558334,nan,1269.2265093326569,4.79049818835746e-15
61,XZ_honeycomb_PBC_J=1_dt=0.5_n_trotter_steps=14_Lx=4_Ly=7.json,56,87,2436,oom,oom,,,2957.4662551879883,1.4045126860539991e-28
62,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=20_Lx=8_Ly=7.json,56,615,4592,oom,oom,,,5600.0062737464905,0.033015339444912147
63,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1176,oom,oom,,,1424.11230134964,0.11129696973658107
64,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=16_Lx=8_Ly=7.json,56,257,1792,oom,oom,,,2176.9455876350403,5.3732727250800535e-05
65,XZ_honeycomb_PBC_J=1_dt=0.1_n_trotter_steps=16_Lx=4_Ly=7.json,56,99,2772,oom,oom,,,3181.3937096595764,0.14308341342259218
66,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,438,569.147110995,0.9647874647131746,1555.2615683078766,nan,141.2279920578003,0.9647596978465864
67,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,840,oom,oom,12772.601218223572,nan,954.4257185459137,0.9999989966327669
68,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=6_Lx=8_Ly=7.json,56,97,672,3110.80177069,0.03990860562508183,9111.746049404144,nan,764.8464915752411,0.040007190418659966
69,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=20_Lx=8_Ly=7.json,56,110,1940,oom,oom,,,1585.3288946151733,0.40903036647177754
70,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1314,2009.700927832,0.22627273778535803,5945.622808218002,nan,514.2646627426147,0.226225519115505
71,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1512,oom,oom,,,1859.0643258094788,0.0063849357782927085
72,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=8_Lx=8_Ly=7.json,56,50,776,2461.907283151,0.9439614857808416,6524.19532251358,nan,552.8288080692291,0.9439845590674043
73,XZ_honeycomb_PBC_J=1_dt=0.5_n_trotter_steps=4_Lx=4_Ly=7.json,56,27,756,oom,oom,11689.676612377167,nan,1001.8227324485779,1.6624959500548583e-08
74,XZ_square_obc_J=1_dt=0.3_n_trotter_steps=20_Lx=8_Ly=7.json,56,173,3977,oom,oom,,,3419.7039244174957,9.323765684572194e-07
75,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=6_Lx=8_Ly=7.json,56,97,672,oom,oom,8978.59645318985,nan,779.3056838512421,5.485991280382459e-12
76,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,146,48.600114392,0.9999999999988236,150.36281991004944,nan,15.115767478942871,0.9999999999989062
77,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,438,577.524092434,0.2900193771177263,1565.7464537620544,nan,146.6671380996704,0.2890552666392361
78,XZ_honeycomb_obc_J=1_dt=0.3_n_trotter_steps=8_Lx=4_Ly=7.json,56,51,1241,1828.457046221,0.5385495429135557,5600.6219890117645,nan,478.1405293941498,0.5383551371912071
79,XZ_square_obc_J=1_dt=0.5_n_trotter_steps=6_Lx=8_Ly=7.json,56,61,1261,oom,oom,11523.540244817734,nan,1046.9437923431396,7.463762892413711e-16
80,XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7.json,56,39,949,1264.777300718,0.9978511318743934,4025.3208231925964,nan,303.5349807739258,0.9978517412131496
81,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,336,2106.104053592,0.24151481471685662,5690.234853506088,nan,487.5395498275757,0.2417596252090333
82,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1314,1852.471126676,0.9999999993181741,5959.0833349227905,nan,474.12883710861206,0.9999999993162632
83,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=4_Lx=8_Ly=7.json,56,65,448,1993.311125739,2.1302631964165965e-05,5839.3807990550995,nan,501.1006007194519,2.2050528723003253e-05
84,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=8_Lx=8_Ly=7.json,56,129,896,oom,oom,12223.897597074509,nan,1032.80273270607,2.5879122454115195e-14
85,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,254.532254975,0.7146670620848881,975.54523229599,nan,83.32614398002625,0.7166276828032265
86,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=14_Lx=8_Ly=7.json,56,80,1358,oom,oom,12499.233800172806,nan,1120.1192433834076,0.03706802411522741
87,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1680,oom,oom,,,2038.7793362140656,0.08446232102579125
88,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=8_Lx=8_Ly=7.json,56,50,776,2538.033144405,4.5139374438600323e-07,6772.9224491119385,nan,601.6426620483398,4.883317084808919e-07
89,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,2333.971031172,1.9026817570642792e-05,6573.779067277908,nan,596.9798355102539,1.9156166172574088e-05
90,XZ_square_PBC_J=1_dt=0.3_n_trotter_steps=20_Lx=8_Ly=7.json,56,615,4592,oom,oom,,,5731.699679851532,1.5183789543694838e-15
91,XZ_square_obc_J=1_dt=0.5_n_trotter_steps=16_Lx=8_Ly=7.json,56,141,3201,oom,oom,,,2722.691691160202,7.808931428856381e-36
92,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=14_Lx=8_Ly=7.json,56,80,1358,oom,oom,12640.351099729538,nan,1113.828500509262,5.6640915681998036e-11
93,XZ_honeycomb_PBC_J=1_dt=0.1_n_trotter_steps=10_Lx=4_Ly=7.json,56,63,1764,oom,oom,,,2059.1329412460327,0.27398844191586547
94,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=20_Lx=8_Ly=7.json,56,321,2240,oom,oom,,,2650.4206488132477,0.11268056226439664
95,XZ_square_PBC_J=1_dt=0.3_n_trotter_steps=18_Lx=8_Ly=7.json,56,555,4144,oom,oom,,,5132.234582901001,5.814218993213475e-14
96,XZ_square_obc_J=1_dt=0.1_n_trotter_steps=4_Lx=8_Ly=7.json,56,45,873,2785.180968574,0.9235774400497712,7560.23757481575,nan,623.546765089035,0.923387011104913
97,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1680,oom,oom,,,2077.1717925071716,0.0003940352431217939
98,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=12_Lx=8_Ly=7.json,56,193,1344,oom,oom,,,1566.799637556076,0.39963051553099976
99,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=12_Lx=8_Ly=7.json,56,193,1344,oom,oom,,,1662.693267583847,1.8057074261869085e-18
100,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,876,1354.2312475,0.03293962604242494,3755.209613800049,nan,325.16662549972534,0.03275735343392763
101,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=10_Lx=8_Ly=7.json,56,60,970,oom,oom,8585.649973392487,nan,786.539294719696,0.09441209779653377
102,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,2324.692092873,0.27048742044310425,6612.117960929871,nan,580.0192050933838,0.27037132214005455
103,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=6_Lx=8_Ly=7.json,56,40,582,1839.111906481,3.2099212219579686e-06,4946.704589128494,nan,453.4181091785431,3.184055129816097e-06
104,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,1008,oom,oom,,,1111.422532081604,0.47467043236187245
105,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1176,oom,oom,nan,nan,1468.2848870754242,3.6219299679575324e-10
106,XZ_honeycomb_PBC_J=1_dt=0.3_n_trotter_steps=8_Lx=4_Ly=7.json,56,51,1428,oom,oom,,,1704.023696899414,0.01968100358499347
107,XZ_honeycomb_PBC_J=1_dt=0.1_n_trotter_steps=2_Lx=4_Ly=7.json,56,15,420,2511.178120135,0.926475056428557,7222.875093698502,nan,536.0760796070099,0.926479225753882
108,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1022,1537.044009569,0.9998326119316585,4596.682575464249,nan,355.80499053001404,0.9998326510171573
109,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1176,oom,oom,,,1476.298095703125,0.01977949812109006
110,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,146,24.864653128,0.9999999999999614,42.2446665763855,nan,10.791151762008667,0.9999999999999911
111,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=14_Lx=8_Ly=7.json,56,225,1568,oom,oom,nan,nan,1895.811480998993,2.2101935682069387e-24
112,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=12_Lx=8_Ly=7.json,56,70,1164,oom,oom,10676.603028059006,nan,918.026050567627,0.7752291014006326
113,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=18_Lx=8_Ly=7.json,56,289,2016,oom,oom,nan,nan,2495.0108790397644,7.340746688938604e-20
114,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,168,896.802297732,0.9999999755161859,2641.955445289612,nan,170.86628317832947,0.9999999754501272
115,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=2_Lx=8_Ly=7.json,56,33,224,918.548257195,0.9966034380393531,2685.8861277103424,nan,199.81857180595398,0.9966012401495443
116,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=4_Lx=8_Ly=7.json,56,65,448,2062.723193118,0.9237536524574307,5928.21062207222,nan,460.0967631340027,0.9237663328418311
117,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,2357.373929471,3.4821033627111604e-05,6539.0584192276,nan,578.50071144104,3.441905094977926e-05
118,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1022,1335.608604266,0.9999999998447477,4447.193358182907,nan,360.43787455558777,0.9999999998435003
119,XZ_honeycomb_obc_J=1_dt=0.3_n_trotter_steps=20_Lx=4_Ly=7.json,56,123,2993,oom,oom,13777.304799318314,nan,1188.987241268158,0.15957787535093962
120,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=8_Lx=8_Ly=7.json,56,50,776,2441.442320871,0.22643310244011583,6669.975405693054,nan,587.8420324325562,0.22660160129114354
121,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=20_Lx=8_Ly=7.json,56,321,2240,oom,oom,,,2714.7629334926605,3.5848745459185246e-20
122,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=8_Lx=8_Ly=7.json,56,50,776,2561.353456498,0.23863988793720645,6563.105397224426,nan,599.8638823032379,0.23898704751723865
123,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1022,1591.919415398,0.0009649570484001555,4406.343436956406,nan,405.0549302101135,0.0009513786012780616
124,XZ_honeycomb_obc_J=1_dt=0.3_n_trotter_steps=6_Lx=4_Ly=7.json,56,39,949,1313.353954213,0.7163605931517085,4089.010717391968,nan,349.6291923522949,0.7163328683624096
125,XZ_honeycomb_PBC_J=1_dt=0.5_n_trotter_steps=2_Lx=4_Ly=7.json,56,15,420,2507.648190049,0.0003384226428684021,7239.043237686157,nan,603.7052929401398,0.0003354142604345653
126,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1512,oom,oom,,,1772.8214292526245,0.3121536149682092
127,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,730,924.423919713,0.9996427379682497,2909.484718799591,nan,227.7983055114746,0.9996429460595981
128,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=12_Lx=8_Ly=7.json,56,193,1344,oom,oom,,,1618.537803888321,6.22592525111051e-18
129,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,438,411.640415035,0.999999904415977,1452.7895681858063,nan,107.24356412887573,0.9999999044928095
130,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=20_Lx=8_Ly=7.json,56,110,1940,oom,oom,,,1640.1010465621948,6.730892154722509e-14
131,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=18_Lx=8_Ly=7.json,56,100,1746,oom,oom,,,1426.9727871418,0.4669062541119846
132,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1168,1651.304218573,0.966801903670119,5183.572885274887,nan,404.32987904548645,0.9667726572689107
133,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=16_Lx=8_Ly=7.json,56,257,1792,oom,oom,,,2156.3614609241486,0.3027885125524917
134,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=16_Lx=8_Ly=7.json,56,495,3696,oom,oom,,,4633.683520078659,7.444314088368369e-70
135,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=18_Lx=8_Ly=7.json,56,100,1746,oom,oom,,,1418.9714605808258,0.5608429272992177
136,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=18_Lx=8_Ly=7.json,56,289,2016,oom,oom,,,2466.5318880081177,7.286248100022587e-20
137,XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=18_Lx=4_Ly=7.json,56,111,2701,oom,oom,12444.826481342316,nan,1019.1212158203125,0.5720364751321209
