,circuit,n_qubits,depth,n_2q_gates,itensors_time,itensors_fidelity,quimb_time,quimb_fidelity,pytket-cutn_time,pytket-cutn_fidelity
413,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,336,2067.081268804,0.35171000517401224,,,452.0967013835907,0.3520965622829615
414,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=12_Lx=8_Ly=7.json,56,193,1344,oom,oom,,,1552.0521216392517,0.28767692554948343
415,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=6_Lx=8_Ly=7.json,56,97,672,oom,oom,,,769.7835516929626,0.18307566072586695
416,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=2_Lx=8_Ly=7.json,56,33,224,893.607108888,0.0003448622772881434,,,226.0154836177826,0.0003494174586921163
417,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1168,1437.765247572,0.9771327869113239,,,383.05681896209717,0.9770960552819847
418,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1344,oom,oom,,,1635.0922582149506,0.00047708883779857723
419,XZ_honeycomb_PBC_J=1_dt=0.5_n_trotter_steps=16_Lx=4_Ly=7.json,56,99,2772,oom,oom,,,3321.725773334503,2.1621860517693851e-32
420,XZ_square_obc_J=1_dt=0.3_n_trotter_steps=16_Lx=8_Ly=7.json,56,141,3201,oom,oom,,,2751.97798037529,1.3506163020987367e-05
421,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=4_Lx=8_Ly=7.json,56,30,388,895.929705886,0.0034851379567821866,,,245.75410270690918,0.0035105960326812335
422,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=10_Lx=8_Ly=7.json,56,315,2352,oom,oom,,,2759.9814291000366,0.2097970311462895
423,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,2306.040839435,0.9992121668072284,,,538.7601416110992,0.9992120303175478
424,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=20_Lx=8_Ly=7.json,56,615,4592,oom,oom,,,5682.923146009445,3.4149878302058656e-81
425,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=12_Lx=8_Ly=7.json,56,193,1344,oom,oom,,,1624.3870794773102,3.676705164852391e-21
426,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=18_Lx=8_Ly=7.json,56,100,1746,oom,oom,,,1453.1345422267914,0.013832776575824638
427,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,168,800.763676182,0.999999890732536,2553.9703528881073,nan,152.77863025665283,0.9999998923358416
428,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,2276.138407161,0.17286793003913664,,,571.9466109275818,0.17319874821473907
429,XZ_honeycomb_obc_J=1_dt=0.3_n_trotter_steps=4_Lx=4_Ly=7.json,56,27,657,950.687332318,0.9024472741198172,,,235.44625687599182,0.9024392486566523
430,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=6_Lx=8_Ly=7.json,56,40,582,1787.915476143,0.947507477595106,,,389.0872139930725,0.9475154903664952
431,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1314,1644.880079092,0.9243759631935186,,,449.32737159729004,0.9242574828032688
432,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=20_Lx=8_Ly=7.json,56,321,2240,oom,oom,,,2688.7889783382416,0.24093409485232176
433,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,238.436739771,0.9999997599305385,,,63.79137873649597,0.9999997603019238
434,XZ_honeycomb_PBC_J=1_dt=0.1_n_trotter_steps=18_Lx=4_Ly=7.json,56,111,3108,oom,oom,,,3522.2656264305115,0.11854694582228491
435,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,336,2095.344774195,9.800805453520862e-06,,,481.27391934394836,8.70322310041032e-06
436,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=14_Lx=8_Ly=7.json,56,435,3248,oom,oom,,,4026.379528284073,4.9769642873606e-62
437,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=12_Lx=8_Ly=7.json,56,375,2800,oom,oom,,,3421.870994567871,3.3046376867892996e-54
438,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=14_Lx=8_Ly=7.json,56,225,1568,oom,oom,,,1852.2311480045319,0.3505960343547056
439,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=12_Lx=8_Ly=7.json,56,193,1344,oom,oom,,,1601.393488407135,0.08540799819565414
440,XZ_square_obc_J=1_dt=0.3_n_trotter_steps=10_Lx=8_Ly=7.json,56,93,2037,oom,oom,,,1690.985042333603,0.0009664272985749339
441,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=18_Lx=8_Ly=7.json,56,289,2016,oom,oom,,,2502.9346203804016,1.8166218210994086e-05
442,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,672,oom,oom,,,928.0484192371368,0.07705721999910452
443,XZ_square_obc_J=1_dt=0.3_n_trotter_steps=6_Lx=8_Ly=7.json,56,61,1261,oom,oom,,,1032.233094215393,0.02660731187592916
444,XZ_square_PBC_J=1_dt=0.3_n_trotter_steps=16_Lx=8_Ly=7.json,56,495,3696,oom,oom,,,4544.249393224716,1.932215384446163e-12
445,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=6_Lx=8_Ly=7.json,56,40,582,1598.272413547,0.9605187314830894,,,359.28814792633057,0.9604240252641051
446,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=18_Lx=8_Ly=7.json,56,289,2016,oom,oom,,,2507.4620599746704,3.1023527851746184e-30
447,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,504,oom,oom,,,636.9256072044373,0.6261225488537084
448,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,168,943.331610236,0.2501807649407288,,,201.4004831314087,0.25045426105093016
449,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1168,1863.762895716,0.40615585772934737,,,457.27256631851196,0.40574812682212774
450,XZ_square_PBC_J=1_dt=0.3_n_trotter_steps=10_Lx=8_Ly=7.json,56,315,2352,oom,oom,,,2869.5846383571625,7.886885235687393e-08
451,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=16_Lx=8_Ly=7.json,56,257,1792,oom,oom,,,2245.6520490646362,1.1784931263267714e-22
452,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=4_Lx=8_Ly=7.json,56,30,388,933.821610632,0.002505227395828488,,,227.75287890434265,0.0024753346744872166
453,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=20_Lx=8_Ly=7.json,56,321,2240,oom,oom,,,2765.9859807491302,1.0720570173514319e-26
454,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1168,1767.480259548,0.9771538012320452,,,416.63062047958374,0.9771250030175489
455,XZ_honeycomb_PBC_J=1_dt=0.5_n_trotter_steps=10_Lx=4_Ly=7.json,56,63,1764,oom,oom,,,2172.451646566391,1.201195389293989e-20
456,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=10_Lx=8_Ly=7.json,56,161,1120,oom,oom,,,1327.5329842567444,1.8226593842750537e-16
457,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,672,oom,oom,,,792.2346882820129,0.9999991020913604
458,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,730,1091.667595997,0.7318015343264618,,,272.5430977344513,0.7318076817563378
459,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=4_Lx=8_Ly=7.json,56,65,448,2026.109739551,0.8304294066248737,,,438.21246099472046,0.830739682753885
460,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,730,1104.452281561,0.9999099713748526,,,246.65442538261414,0.9999100101067272
461,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,672,oom,oom,,,873.9942424297333,1.2634797266401864e-06
462,XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=4_Lx=4_Ly=7.json,56,27,657,831.971515571,0.9999796076640529,,,195.44155383110046,0.9999796266734954
463,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,504,oom,oom,,,730.8405859470367,1.0532435102765339e-05
464,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=2_Lx=8_Ly=7.json,56,33,224,766.010210709,0.9999964879947673,,,158.37151551246643,0.9999964791389003
465,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=14_Lx=8_Ly=7.json,56,225,1568,oom,oom,,,1745.5576553344727,0.15960742980729684
466,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=8_Lx=8_Ly=7.json,56,50,776,2297.424561205,0.9319932746208015,,,516.6399757862091,0.9319686699180522
467,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1314,2089.978622021,6.282061222135256e-05,,,538.5601801872253,6.28517877106936e-05
468,XZ_honeycomb_obc_J=1_dt=0.5_n_trotter_steps=4_Lx=4_Ly=7.json,56,27,657,944.146263581,0.02417288496125496,,,251.3003535270691,0.023996621061415185
469,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,292,288.386194143,0.9967963149097747,,,73.93272829055786,0.9967967069692507
470,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1168,1868.159225183,0.9997271505356833,,,420.962837934494,0.9997271435026952
471,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,194.76463452,0.9999999993438036,,,55.32519602775574,0.9999999993444204
472,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,336,2094.441526182,0.001777559275457928,,,474.9660155773163,0.0017817774739657861
473,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,504,2929.464991247,0.9999991674794976,,,637.0987174510956,0.9999991674177822
474,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,504,oom,oom,,,743.3372211456299,0.10853874018554364
475,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=20_Lx=8_Ly=7.json,56,110,1940,oom,oom,,,1651.9220724105835,0.0089326331553787
476,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=12_Lx=8_Ly=7.json,56,70,1164,oom,oom,10909.544287919998,nan,965.1079659461975,6.243715342199976e-11
477,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=4_Lx=8_Ly=7.json,56,65,448,2086.853709685,5.56777509089311e-09,5830.359445571899,nan,514.1886825561523,5.9563448962406854e-09
478,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,672,oom,oom,,,911.4759891033173,0.0009337389939496715
479,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1512,oom,oom,,,1843.8003375530243,0.09195828976966167
